     south (in),      east (in),      az  (deg),     left (pix),     rght (pix),     top  (pix),     bot  (pix),     left (pix),     rght (pix),     top  (pix),     bot  (pix),     left (pix),     rght (pix),     top  (pix),     bot  (pix),     left (pix),     rght (pix),     top  (pix),     bot  (pix),     left (rad),     rght (rad),     top  (rad),     bot  (rad),     ctr-az-rad,     ctr-el-rad,     d_est_1-in,     h_est_1-in,     level     ,     position  ,     left (rad),     rght (rad),     top  (rad),     bot  (rad),     ctr-az-rad,     ctr-el-rad,     d_est_1-in,     h_est_1-in,     level     ,     position  ,     left (rad),     rght (rad),     top  (rad),     bot  (rad),     ctr-az-rad,     ctr-el-rad,     d_est_1-in,     h_est_1-in,     level     ,     position  ,     left (rad),     rght (rad),     top  (rad),     bot  (rad),     ctr-az-rad,     ctr-el-rad,     d_est_1-in,     h_est_1-in,     level     ,     position  ,     leftmost  ,     rightmost ,     south1    ,     east1     ,     az1       ,     south2    ,          east2,     az2       ,     south     ,     east      ,     az        ,     az-off-rad,     range (in)
            230,            -40,      15.377338,      51.000000,      94.000000,     168.000000,     136.000000,     148.000000,     185.000000,     165.000000,     135.000000,     101.000000,     141.000000,     109.000000,      79.000000,     101.000000,     141.000000,     231.000000,     199.000000,      -0.265381,      -0.163109,       0.119121,       0.039875,      -0.214245,       0.079498,     225.586782,      69.971576,             MU,             ML,      -0.029913,       0.062257,       0.111740,       0.037385,       0.016172,       0.074563,     240.625900,      69.974994,             MU,             MR,      -0.146069,      -0.047341,      -0.027422,      -0.101879,      -0.096705,      -0.064651,     240.625900,      36.421702,             BT,             BT,      -0.146069,      -0.047341,       0.270019,       0.194496,      -0.096705,       0.232257,     225.586782,     105.357078,             TP,             TP,              0,              5,     234.428515,     -30.277817,       0.226573,     215.771043,     -70.660807,       0.409350,     225.099779,     -50.469312,       0.317961,       0.019425,     252.405268
            230,            -30,       0.612691,     140.000000,     181.000000,     167.000000,     136.000000,     235.000000,     276.000000,     166.000000,     136.000000,     188.000000,     228.000000,     109.000000,      79.000000,     188.000000,     228.000000,     231.000000,     201.000000,      -0.049829,       0.052316,       0.116662,       0.039875,       0.001243,       0.078269,     232.863775,      70.263209,             MU,             ML,       0.184877,       0.281561,       0.114202,       0.039875,       0.233219,       0.077038,     240.625900,      70.574170,             MU,             MR,       0.069705,       0.167960,      -0.027422,      -0.101879,       0.118833,      -0.064651,     240.625900,      36.421702,             BT,             BT,       0.069705,       0.167960,       0.270019,       0.199292,       0.118833,       0.234655,     240.625900,     109.523883,             TP,             TP,              0,              5,     234.294055,     -16.947882,      -0.045624,     229.265941,     -38.303040,       0.045131,     231.779998,     -27.625461,      -0.000246,       0.000064,     246.780120
            230,            -30,       6.981057,      95.000000,     136.000000,     167.000000,     136.000000,     190.000000,     229.000000,     166.000000,     136.000000,     143.000000,     183.000000,     109.000000,      79.000000,     143.000000,     183.000000,     231.000000,     200.000000,      -0.160680,      -0.059773,       0.116662,       0.039875,      -0.110226,       0.078269,     232.863775,      70.263209,             MU,             ML,       0.074666,       0.170383,       0.114202,       0.039875,       0.122525,       0.077038,     240.625900,      70.574170,             MU,             MR,      -0.042364,       0.057288,      -0.027422,      -0.101879,       0.007462,      -0.064651,     240.625900,      36.421702,             BT,             BT,      -0.042364,       0.057288,       0.270019,       0.196895,       0.007462,       0.233457,     232.863775,     107.373331,             TP,             TP,              0,              5,     235.601296,      -5.436015,       0.017591,     226.355430,     -46.712966,       0.193065,     230.978363,     -26.074491,       0.105328,       0.006802,     247.356492
            230,            -30,      13.181327,      49.000000,      92.000000,     168.000000,     136.000000,     146.000000,     185.000000,     166.000000,     136.000000,      99.000000,     140.000000,     109.000000,      78.000000,      99.000000,     140.000000,     232.000000,     200.000000,      -0.270019,      -0.167960,       0.119121,       0.039875,      -0.218989,       0.079498,     225.586782,      69.971576,             MU,             ML,      -0.034895,       0.062257,       0.114202,       0.039875,       0.013681,       0.077038,     240.625900,      70.574170,             MU,             MR,      -0.150946,      -0.049829,      -0.027422,      -0.104347,      -0.100388,      -0.065884,     232.863775,      36.635754,             BT,             BT,      -0.150946,      -0.049829,       0.272333,       0.196895,      -0.100388,       0.234614,     225.586782,     105.918823,             TP,             TP,              0,              5,     234.111806,     -13.306429,       0.159103,     229.334372,     -36.065552,       0.255567,     231.723089,     -24.685991,       0.207335,       0.013041,     252.156995
            230,            -20,      -1.725367,     139.000000,     180.000000,     167.000000,     136.000000,     235.000000,     276.000000,     167.000000,     136.000000,     187.000000,     228.000000,     109.000000,      78.000000,     187.000000,     228.000000,     232.000000,     201.000000,      -0.052316,       0.049829,       0.116662,       0.039875,      -0.001243,       0.078269,     232.863775,      70.263209,             MU,             ML,       0.184877,       0.281561,       0.116662,       0.039875,       0.233219,       0.078269,     232.863775,      70.263209,             MU,             MR,       0.067223,       0.167960,      -0.027422,      -0.104347,       0.117592,      -0.065884,     232.863775,      36.635754,             BT,             BT,       0.067223,       0.167960,       0.272333,       0.199292,       0.117592,       0.235813,     232.863775,     107.953246,             TP,             TP,              0,              5,     233.346251,      -9.210300,      -0.076263,     225.168945,     -44.468834,       0.074912,     229.257598,     -26.839567,      -0.000675,      -0.000145,     244.258196
            230,            -20,       4.666858,      94.000000,     135.000000,     167.000000,     136.000000,     189.000000,     229.000000,     166.000000,     136.000000,     142.000000,     182.000000,     109.000000,      79.000000,     142.000000,     182.000000,     231.000000,     200.000000,      -0.163109,      -0.062257,       0.116662,       0.039875,      -0.112683,       0.078269,     232.863775,      70.263209,             MU,             ML,       0.072186,       0.170383,       0.114202,       0.039875,       0.121284,       0.077038,     240.625900,      70.574170,             MU,             MR,      -0.044853,       0.054802,      -0.027422,      -0.101879,       0.004975,      -0.064651,     240.625900,      36.421702,             BT,             BT,      -0.044853,       0.054802,       0.270019,       0.196895,       0.004975,       0.233457,     232.863775,     107.373331,             TP,             TP,              0,              5,     233.947341,       2.567285,      -0.014308,     230.404968,     -29.088711,       0.118472,     232.176154,     -13.260713,       0.052082,       0.003455,     247.531610
            230,            -20,      10.945191,      47.000000,      90.000000,     168.000000,     136.000000,     145.000000,     184.000000,     166.000000,     136.000000,      97.000000,     138.000000,     109.000000,      78.000000,      97.000000,     138.000000,     232.000000,     200.000000,      -0.274645,      -0.172804,       0.119121,       0.039875,      -0.223724,       0.079498,     225.586782,      69.971576,             MU,             ML,      -0.037385,       0.059773,       0.114202,       0.039875,       0.011194,       0.077038,     240.625900,      70.574170,             MU,             MR,      -0.155817,      -0.054802,      -0.027422,      -0.104347,      -0.105309,      -0.065884,     232.863775,      36.635754,             BT,             BT,      -0.155817,      -0.054802,       0.272333,       0.196895,      -0.105309,       0.234614,     225.586782,     105.918823,             TP,             TP,              0,              5,     233.228806,      -4.547923,       0.126393,     225.949639,     -41.390384,       0.283542,     229.589223,     -22.969153,       0.204968,       0.012868,     249.717691
            230,            -10,      -4.057695,     138.000000,     179.000000,     167.000000,     136.000000,     234.000000,     276.000000,     167.000000,     136.000000,     185.000000,     227.000000,     109.000000,      78.000000,     185.000000,     227.000000,     232.000000,     201.000000,      -0.054802,       0.047341,       0.116662,       0.039875,      -0.003730,       0.078269,     232.863775,      70.263209,             MU,             ML,       0.182466,       0.281561,       0.116662,       0.039875,       0.232014,       0.078269,     232.863775,      70.263209,             MU,             MR,       0.062257,       0.165536,      -0.027422,      -0.104347,       0.113896,      -0.065884,     232.863775,      36.635754,             BT,             BT,       0.062257,       0.165536,       0.272333,       0.199292,       0.113896,       0.235813,     232.863775,     107.953246,             TP,             TP,              0,              5,     231.927316,      -1.713431,      -0.106199,     228.602899,     -28.019530,       0.005148,     230.265108,     -14.866480,      -0.050526,      -0.003314,     245.584122
            230,            -10,       2.337306,      93.000000,     134.000000,     167.000000,     136.000000,     188.000000,     229.000000,     166.000000,     136.000000,     141.000000,     181.000000,     109.000000,      79.000000,     141.000000,     181.000000,     231.000000,     200.000000,      -0.165536,      -0.064740,       0.116662,       0.039875,      -0.115138,       0.078269,     232.863775,      70.263209,             MU,             ML,       0.069705,       0.170383,       0.114202,       0.039875,       0.120044,       0.077038,     240.625900,      70.574170,             MU,             MR,      -0.047341,       0.052316,      -0.027422,      -0.101879,       0.002487,      -0.064651,     240.625900,      36.421702,             BT,             BT,      -0.047341,       0.052316,       0.270019,       0.196895,       0.002487,       0.233457,     232.863775,     107.373331,             TP,             TP,              0,              5,     231.811941,      10.251209,      -0.045381,     231.707195,     -11.402236,       0.045371,     231.759568,      -0.575514,      -0.000005,       0.000151,     246.760239
            230,            -10,       8.674801,      46.000000,      89.000000,     168.000000,     136.000000,     144.000000,     184.000000,     166.000000,     136.000000,      96.000000,     137.000000,     109.000000,      78.000000,      96.000000,     137.000000,     233.000000,     200.000000,      -0.276953,      -0.175223,       0.119121,       0.039875,      -0.226088,       0.079498,     225.586782,      69.971576,             MU,             ML,      -0.039875,       0.059773,       0.114202,       0.039875,       0.009949,       0.077038,     240.625900,      70.574170,             MU,             MR,      -0.158249,      -0.057288,      -0.027422,      -0.104347,      -0.107769,      -0.065884,     232.863775,      36.635754,             BT,             BT,      -0.158249,      -0.057288,       0.274645,       0.196895,      -0.107769,       0.235770,     218.750819,     104.552269,             TP,             TP,              0,              5,     231.636897,       3.389956,       0.094368,     229.308482,     -23.683118,       0.208607,     230.472689,     -10.146581,       0.151487,       0.009708,     248.324556
            230,              0,      -6.376637,     137.000000,     177.000000,     167.000000,     136.000000,     233.000000,     275.000000,     168.000000,     136.000000,     184.000000,     226.000000,     109.000000,      78.000000,     184.000000,     226.000000,     232.000000,     201.000000,      -0.057288,       0.042364,       0.116662,       0.039875,      -0.007462,       0.078269,     232.863775,      70.263209,             MU,             ML,       0.180054,       0.279259,       0.119121,       0.039875,       0.229656,       0.079498,     225.586782,      69.971576,             MU,             MR,       0.059773,       0.163109,      -0.027422,      -0.104347,       0.111441,      -0.065884,     232.863775,      36.635754,             BT,             BT,       0.059773,       0.163109,       0.272333,       0.199292,       0.111441,       0.235813,     232.863775,     107.953246,             TP,             TP,              0,              5,     229.540348,      23.160145,      -0.208714,     228.608767,     -27.449532,       0.005148,     229.074558,      -2.144694,      -0.101783,      -0.006694,     245.375652
            230,              0,       0.000000,      92.000000,     133.000000,     167.000000,     136.000000,     187.000000,     228.000000,     167.000000,     136.000000,     140.000000,     180.000000,     109.000000,      79.000000,     140.000000,     180.000000,     231.000000,     201.000000,      -0.167960,      -0.067223,       0.116662,       0.039875,      -0.117592,       0.078269,     232.863775,      70.263209,             MU,             ML,       0.067223,       0.167960,       0.116662,       0.039875,       0.117592,       0.078269,     232.863775,      70.263209,             MU,             MR,      -0.049829,       0.049829,      -0.027422,      -0.101879,       0.000000,      -0.064651,     240.625900,      36.421702,             BT,             BT,      -0.049829,       0.049829,       0.270019,       0.199292,       0.000000,       0.234655,     240.625900,     109.523883,             TP,             TP,              0,              5,     231.759559,      10.826787,      -0.045376,     231.759559,     -10.826787,       0.045376,     231.759559,       0.000000,      -0.000000,       0.000000,     246.759559
            230,              0,       6.376637,      45.000000,      87.000000,     168.000000,     136.000000,     143.000000,     183.000000,     167.000000,     136.000000,      94.000000,     136.000000,     109.000000,      78.000000,      94.000000,     136.000000,     232.000000,     201.000000,      -0.279259,      -0.180054,       0.119121,       0.039875,      -0.229656,       0.079498,     225.586782,      69.971576,             MU,             ML,      -0.042364,       0.057288,       0.116662,       0.039875,       0.007462,       0.078269,     232.863775,      70.263209,             MU,             MR,      -0.163109,      -0.059773,      -0.027422,      -0.104347,      -0.111441,      -0.065884,     232.863775,      36.635754,             BT,             BT,      -0.163109,      -0.059773,       0.272333,       0.199292,      -0.111441,       0.235813,     232.863775,     107.953246,             TP,             TP,              0,              5,     228.608767,      27.449532,      -0.005148,     229.540348,     -23.160145,       0.208714,     229.074558,       2.144694,       0.101783,       0.006694,     245.375652
            230,             10,      -8.674801,     136.000000,     176.000000,     166.000000,     136.000000,     231.000000,     274.000000,     168.000000,     136.000000,     183.000000,     224.000000,     109.000000,      78.000000,     183.000000,     224.000000,     233.000000,     200.000000,      -0.059773,       0.039875,       0.114202,       0.039875,      -0.009949,       0.077038,     240.625900,      70.574170,             MU,             ML,       0.175223,       0.276953,       0.119121,       0.039875,       0.226088,       0.079498,     225.586782,      69.971576,             MU,             MR,       0.057288,       0.158249,      -0.027422,      -0.104347,       0.107769,      -0.065884,     232.863775,      36.635754,             BT,             BT,       0.057288,       0.158249,       0.274645,       0.196895,       0.107769,       0.235770,     218.750819,     104.552269,             TP,             TP,              0,              5,     229.308482,      23.683118,      -0.208607,     231.636897,      -3.389956,      -0.094368,     230.472689,      10.146581,      -0.151487,      -0.009708,     248.324556
            230,             10,      -2.337306,      91.000000,     132.000000,     166.000000,     136.000000,     186.000000,     227.000000,     167.000000,     136.000000,     139.000000,     179.000000,     109.000000,      79.000000,     139.000000,     179.000000,     231.000000,     200.000000,      -0.170383,      -0.069705,       0.114202,       0.039875,      -0.120044,       0.077038,     240.625900,      70.574170,             MU,             ML,       0.064740,       0.165536,       0.116662,       0.039875,       0.115138,       0.078269,     232.863775,      70.263209,             MU,             MR,      -0.052316,       0.047341,      -0.027422,      -0.101879,      -0.002487,      -0.064651,     240.625900,      36.421702,             BT,             BT,      -0.052316,       0.047341,       0.270019,       0.196895,      -0.002487,       0.233457,     232.863775,     107.373331,             TP,             TP,              0,              5,     231.707195,      11.402236,      -0.045371,     231.811941,     -10.251209,       0.045381,     231.759568,       0.575514,       0.000005,      -0.000151,     246.760239
            230,             10,       4.057695,      44.000000,      86.000000,     167.000000,     136.000000,     141.000000,     182.000000,     167.000000,     136.000000,      93.000000,     135.000000,     109.000000,      78.000000,      93.000000,     135.000000,     232.000000,     201.000000,      -0.281561,      -0.182466,       0.116662,       0.039875,      -0.232014,       0.078269,     232.863775,      70.263209,             MU,             ML,      -0.047341,       0.054802,       0.116662,       0.039875,       0.003730,       0.078269,     232.863775,      70.263209,             MU,             MR,      -0.165536,      -0.062257,      -0.027422,      -0.104347,      -0.113896,      -0.065884,     232.863775,      36.635754,             BT,             BT,      -0.165536,      -0.062257,       0.272333,       0.199292,      -0.113896,       0.235813,     232.863775,     107.953246,             TP,             TP,              0,              5,     228.602899,      28.019530,      -0.005148,     231.927316,       1.713431,       0.106199,     230.265108,      14.866480,       0.050526,       0.003314,     245.584122
            230,             20,     -10.945191,     136.000000,     175.000000,     166.000000,     136.000000,     230.000000,     273.000000,     168.000000,     136.000000,     182.000000,     223.000000,     109.000000,      78.000000,     182.000000,     223.000000,     232.000000,     200.000000,      -0.059773,       0.037385,       0.114202,       0.039875,      -0.011194,       0.077038,     240.625900,      70.574170,             MU,             ML,       0.172804,       0.274645,       0.119121,       0.039875,       0.223724,       0.079498,     225.586782,      69.971576,             MU,             MR,       0.054802,       0.155817,      -0.027422,      -0.104347,       0.105309,      -0.065884,     232.863775,      36.635754,             BT,             BT,       0.054802,       0.155817,       0.272333,       0.196895,       0.105309,       0.234614,     225.586782,     105.918823,             TP,             TP,              0,              5,     225.949639,      41.390384,      -0.283542,     233.228806,       4.547923,      -0.126393,     229.589223,      22.969153,      -0.204968,      -0.012868,     249.717691
            230,             20,      -4.666858,      91.000000,     131.000000,     166.000000,     136.000000,     185.000000,     226.000000,     167.000000,     136.000000,     138.000000,     178.000000,     109.000000,      79.000000,     138.000000,     178.000000,     231.000000,     200.000000,      -0.170383,      -0.072186,       0.114202,       0.039875,      -0.121284,       0.077038,     240.625900,      70.574170,             MU,             ML,       0.062257,       0.163109,       0.116662,       0.039875,       0.112683,       0.078269,     232.863775,      70.263209,             MU,             MR,      -0.054802,       0.044853,      -0.027422,      -0.101879,      -0.004975,      -0.064651,     240.625900,      36.421702,             BT,             BT,      -0.054802,       0.044853,       0.270019,       0.196895,      -0.004975,       0.233457,     232.863775,     107.373331,             TP,             TP,              0,              5,     230.404968,      29.088711,      -0.118472,     233.947341,      -2.567285,       0.014308,     232.176154,      13.260713,      -0.052082,      -0.003455,     247.531610
            230,             20,       1.725367,      44.000000,      85.000000,     167.000000,     136.000000,     140.000000,     181.000000,     167.000000,     136.000000,      92.000000,     133.000000,     109.000000,      78.000000,      92.000000,     133.000000,     232.000000,     201.000000,      -0.281561,      -0.184877,       0.116662,       0.039875,      -0.233219,       0.078269,     232.863775,      70.263209,             MU,             ML,      -0.049829,       0.052316,       0.116662,       0.039875,       0.001243,       0.078269,     232.863775,      70.263209,             MU,             MR,      -0.167960,      -0.067223,      -0.027422,      -0.104347,      -0.117592,      -0.065884,     232.863775,      36.635754,             BT,             BT,      -0.167960,      -0.067223,       0.272333,       0.199292,      -0.117592,       0.235813,     232.863775,     107.953246,             TP,             TP,              0,              5,     225.168945,      44.468834,      -0.074912,     233.346251,       9.210300,       0.076263,     229.257598,      26.839567,       0.000675,       0.000145,     244.258196
            230,             30,     -13.181327,     135.000000,     174.000000,     166.000000,     136.000000,     228.000000,     271.000000,     168.000000,     136.000000,     180.000000,     221.000000,     109.000000,      78.000000,     180.000000,     221.000000,     232.000000,     200.000000,      -0.062257,       0.034895,       0.114202,       0.039875,      -0.013681,       0.077038,     240.625900,      70.574170,             MU,             ML,       0.167960,       0.270019,       0.119121,       0.039875,       0.218989,       0.079498,     225.586782,      69.971576,             MU,             MR,       0.049829,       0.150946,      -0.027422,      -0.104347,       0.100388,      -0.065884,     232.863775,      36.635754,             BT,             BT,       0.049829,       0.150946,       0.272333,       0.196895,       0.100388,       0.234614,     225.586782,     105.918823,             TP,             TP,              0,              5,     229.334372,      36.065552,      -0.255567,     234.111806,      13.306429,      -0.159103,     231.723089,      24.685991,      -0.207335,      -0.013041,     252.156995
            230,             30,      -6.981057,      91.000000,     130.000000,     166.000000,     136.000000,     184.000000,     225.000000,     167.000000,     136.000000,     137.000000,     177.000000,     109.000000,      79.000000,     137.000000,     177.000000,     231.000000,     200.000000,      -0.170383,      -0.074666,       0.114202,       0.039875,      -0.122525,       0.077038,     240.625900,      70.574170,             MU,             ML,       0.059773,       0.160680,       0.116662,       0.039875,       0.110226,       0.078269,     232.863775,      70.263209,             MU,             MR,      -0.057288,       0.042364,      -0.027422,      -0.101879,      -0.007462,      -0.064651,     240.625900,      36.421702,             BT,             BT,      -0.057288,       0.042364,       0.270019,       0.196895,      -0.007462,       0.233457,     232.863775,     107.373331,             TP,             TP,              0,              5,     226.355430,      46.712966,      -0.193065,     235.601296,       5.436015,      -0.017591,     230.978363,      26.074491,      -0.105328,      -0.006802,     247.356492
            230,             30,      -0.612691,      44.000000,      85.000000,     166.000000,     136.000000,     139.000000,     180.000000,     167.000000,     136.000000,      92.000000,     132.000000,     109.000000,      79.000000,      92.000000,     132.000000,     231.000000,     201.000000,      -0.281561,      -0.184877,       0.114202,       0.039875,      -0.233219,       0.077038,     240.625900,      70.574170,             MU,             ML,      -0.052316,       0.049829,       0.116662,       0.039875,      -0.001243,       0.078269,     232.863775,      70.263209,             MU,             MR,      -0.167960,      -0.069705,      -0.027422,      -0.101879,      -0.118833,      -0.064651,     240.625900,      36.421702,             BT,             BT,      -0.167960,      -0.069705,       0.270019,       0.199292,      -0.118833,       0.234655,     240.625900,     109.523883,             TP,             TP,              0,              5,     229.265941,      38.303040,      -0.045131,     234.294055,      16.947882,       0.045624,     231.779998,      27.625461,       0.000246,      -0.000064,     246.780120
            230,             40,     -15.377338,     135.000000,     172.000000,     165.000000,     135.000000,     226.000000,     269.000000,     168.000000,     136.000000,     179.000000,     219.000000,     109.000000,      79.000000,     179.000000,     219.000000,     231.000000,     199.000000,      -0.062257,       0.029913,       0.111740,       0.037385,      -0.016172,       0.074563,     240.625900,      69.974994,             MU,             ML,       0.163109,       0.265381,       0.119121,       0.039875,       0.214245,       0.079498,     225.586782,      69.971576,             MU,             MR,       0.047341,       0.146069,      -0.027422,      -0.101879,       0.096705,      -0.064651,     240.625900,      36.421702,             BT,             BT,       0.047341,       0.146069,       0.270019,       0.194496,       0.096705,       0.232257,     225.586782,     105.357078,             TP,             TP,              0,              5,     215.771043,      70.660807,      -0.409350,     234.428515,      30.277817,      -0.226573,     225.099779,      50.469312,      -0.317961,      -0.019425,     252.405268
            230,             40,      -9.272602,      91.000000,     130.000000,     165.000000,     136.000000,     183.000000,     224.000000,     167.000000,     136.000000,     136.000000,     176.000000,     109.000000,      79.000000,     136.000000,     176.000000,     230.000000,     199.000000,      -0.170383,      -0.074666,       0.111740,       0.039875,      -0.122525,       0.075807,     248.923345,      70.906461,             MU,             ML,       0.057288,       0.158249,       0.116662,       0.039875,       0.107769,       0.078269,     232.863775,      70.263209,             MU,             MR,      -0.059773,       0.039875,      -0.027422,      -0.101879,      -0.009949,      -0.064651,     240.625900,      36.421702,             BT,             BT,      -0.059773,       0.039875,       0.267701,       0.194496,      -0.009949,       0.231099,     232.863775,     106.793419,             TP,             TP,              0,              5,     230.538376,      40.621658,      -0.163635,     236.725325,      13.717772,      -0.050266,     233.631850,      27.169715,      -0.106951,      -0.006928,     250.111956
            230,             40,      -2.948711,      45.000000,      85.000000,     166.000000,     136.000000,     138.000000,     179.000000,     167.000000,     136.000000,      91.000000,     132.000000,     109.000000,      79.000000,      91.000000,     132.000000,     231.000000,     200.000000,      -0.279259,      -0.184877,       0.114202,       0.039875,      -0.232068,       0.077038,     240.625900,      70.574170,             MU,             ML,      -0.054802,       0.047341,       0.116662,       0.039875,      -0.003730,       0.078269,     232.863775,      70.263209,             MU,             MR,      -0.170383,      -0.069705,      -0.027422,      -0.101879,      -0.120044,      -0.064651,     240.625900,      36.421702,             BT,             BT,      -0.170383,      -0.069705,       0.270019,       0.196895,      -0.120044,       0.233457,     232.863775,     107.373331,             TP,             TP,              0,              5,     229.013508,      48.505111,      -0.087165,     234.653622,      32.388628,      -0.017555,     231.833565,      40.446870,      -0.052360,      -0.003415,     247.179190
            230,             50,     -17.528031,     135.000000,     171.000000,     165.000000,     135.000000,     224.000000,     266.000000,     168.000000,     136.000000,     178.000000,     217.000000,     109.000000,      79.000000,     178.000000,     217.000000,     231.000000,     198.000000,      -0.062257,       0.027422,       0.111740,       0.037385,      -0.017418,       0.074563,     240.625900,      69.974994,             MU,             ML,       0.158249,       0.258402,       0.119121,       0.039875,       0.208325,       0.079498,     225.586782,      69.971576,             MU,             MR,       0.044853,       0.141184,      -0.027422,      -0.101879,       0.093018,      -0.064651,     240.625900,      36.421702,             BT,             BT,       0.044853,       0.141184,       0.270019,       0.192095,       0.093018,       0.231057,     218.750819,     103.462918,             TP,             TP,              0,              5,     216.111598,      78.076327,      -0.435581,     239.346589,      31.990017,      -0.227536,     227.729094,      55.033172,      -0.331558,      -0.019914,     256.338338
            230,             50,     -11.534621,      92.000000,     129.000000,     165.000000,     135.000000,     181.000000,     222.000000,     167.000000,     136.000000,     136.000000,     175.000000,     109.000000,      79.000000,     136.000000,     175.000000,     230.000000,     198.000000,      -0.167960,      -0.077145,       0.111740,       0.037385,      -0.122553,       0.074563,     240.625900,      69.974994,             MU,             ML,       0.052316,       0.153383,       0.116662,       0.039875,       0.102849,       0.078269,     232.863775,      70.263209,             MU,             MR,      -0.059773,       0.037385,      -0.027422,      -0.101879,      -0.011194,      -0.064651,     240.625900,      36.421702,             BT,             BT,      -0.059773,       0.037385,       0.267701,       0.192095,      -0.011194,       0.229898,     225.586782,     104.795336,             TP,             TP,              0,              5,     221.683997,      69.697528,      -0.289299,     236.681653,      39.138245,      -0.152361,     229.182825,      54.417886,      -0.220830,      -0.013852,     250.173057
            230,             50,      -5.274966,      46.000000,      84.000000,     166.000000,     136.000000,     137.000000,     178.000000,     167.000000,     136.000000,      91.000000,     131.000000,     109.000000,      79.000000,      91.000000,     131.000000,     230.000000,     199.000000,      -0.276953,      -0.187285,       0.114202,       0.039875,      -0.232119,       0.077038,     240.625900,      70.574170,             MU,             ML,      -0.057288,       0.044853,       0.116662,       0.039875,      -0.006217,       0.078269,     232.863775,      70.263209,             MU,             MR,      -0.170383,      -0.072186,      -0.027422,      -0.101879,      -0.121284,      -0.064651,     240.625900,      36.421702,             BT,             BT,      -0.170383,      -0.072186,       0.267701,       0.194496,      -0.121284,       0.231099,     232.863775,     106.793419,             TP,             TP,              0,              5,     213.341117,      80.219927,      -0.233995,     232.902427,      48.241237,      -0.082881,     223.121772,      64.230582,      -0.158438,      -0.010144,     240.956311
            230,             60,     -19.628932,     134.000000,     170.000000,     164.000000,     135.000000,     222.000000,     263.000000,     168.000000,     136.000000,     176.000000,     215.000000,     110.000000,      79.000000,     176.000000,     215.000000,     230.000000,     197.000000,      -0.064740,       0.024930,       0.109277,       0.037385,      -0.019905,       0.073331,     248.923345,      70.286568,             MU,             ML,       0.153383,       0.251397,       0.119121,       0.039875,       0.202390,       0.079498,     225.586782,      69.971576,             MU,             MR,       0.039875,       0.136292,      -0.024930,      -0.101879,       0.088083,      -0.063405,     232.863775,      37.215544,             BT,             BT,       0.039875,       0.136292,       0.267701,       0.189691,       0.088083,       0.228696,     218.750819,     102.918246,             TP,             TP,              0,              5,     226.686400,      68.883469,      -0.380820,     244.635816,      24.632912,      -0.191188,     235.661108,      46.758191,      -0.286004,      -0.017222,     261.395222
            230,             60,     -13.760785,      93.000000,     129.000000,     164.000000,     135.000000,     180.000000,     220.000000,     167.000000,     136.000000,     135.000000,     173.000000,     109.000000,      80.000000,     135.000000,     173.000000,     229.000000,     197.000000,      -0.165536,      -0.077145,       0.109277,       0.037385,      -0.121340,       0.073331,     248.923345,      70.286568,             MU,             ML,       0.049829,       0.148508,       0.116662,       0.039875,       0.099169,       0.078269,     232.863775,      70.263209,             MU,             MR,      -0.062257,       0.032404,      -0.027422,      -0.099411,      -0.014926,      -0.063416,     248.923345,      36.192994,             BT,             BT,      -0.062257,       0.032404,       0.265381,       0.189691,      -0.014926,       0.227536,     225.586782,     104.233597,             TP,             TP,              0,              5,     223.456373,      76.188994,      -0.311768,     242.389095,      39.700165,      -0.149829,     232.922734,      57.944580,      -0.230799,      -0.014223,     254.604116
            230,             60,      -7.583920,      47.000000,      85.000000,     165.000000,     135.000000,     137.000000,     177.000000,     166.000000,     136.000000,      91.000000,     130.000000,     109.000000,      79.000000,      91.000000,     130.000000,     229.000000,     198.000000,      -0.274645,      -0.184877,       0.111740,       0.037385,      -0.229761,       0.074563,     240.625900,      69.974994,             MU,             ML,      -0.057288,       0.042364,       0.114202,       0.039875,      -0.007462,       0.077038,     240.625900,      70.574170,             MU,             MR,      -0.170383,      -0.074666,      -0.027422,      -0.101879,      -0.122525,      -0.064651,     240.625900,      36.421702,             BT,             BT,      -0.170383,      -0.074666,       0.265381,       0.192095,      -0.122525,       0.228738,     232.863775,     106.213510,             TP,             TP,              0,              5,     225.255454,      69.910609,      -0.177081,     240.028801,      39.500657,      -0.042867,     232.642127,      54.705633,      -0.109974,      -0.007023,     249.145165
            240,            -60,       7.289775,     144.000000,     182.000000,     164.000000,     135.000000,     232.000000,     268.000000,     163.000000,     135.000000,     189.000000,     226.000000,     110.000000,      81.000000,     189.000000,     226.000000,     225.000000,     195.000000,      -0.039875,       0.054802,       0.109277,       0.037385,       0.007464,       0.073331,     248.923345,      70.286568,             MU,             ML,       0.177639,       0.263057,       0.106812,       0.037385,       0.220348,       0.072099,     257.813465,      70.620284,             MU,             MR,       0.072186,       0.163109,      -0.024930,      -0.096942,       0.117647,      -0.060936,     248.923345,      36.812883,             BT,             BT,       0.072186,       0.163109,       0.256069,       0.184877,       0.117647,       0.220473,     240.625900,     105.928170,             TP,             TP,              0,              5,     253.015994,     -35.934336,       0.026257,     231.002421,     -79.994022,       0.213913,     242.009208,     -57.964179,       0.120085,       0.007266,     258.822574
